0,1,2
9509159,0,0
9509160,287,1
9509161,435,1
9509162,175,1
9509163,22,0
9509164,0,0
9509165,5,0
9509166,234,1
9509167,12,0
9509168,36,0
9509169,66,1
9509170,59,1
9509171,26,0
9509172,0,0
9509173,21,0
9509174,12,0
9509175,271,1
9509176,161,1
9510001,14,0
9510002,6,0
9510003,39,0
9510005,1,0
9510006,22,0
9510007,73,1
9510008,77,1
9510009,73,1
9510010,2,0
9510011,20,0
9510012,0,0
9510013,15,0
9510014,7,0
9510015,16,0
9510016,12,0
9510017,3678,1
9510018,1,0
9510019,20,0
9510020,5,0
9510021,16,0
9510022,3,0
9510023,50,0
9510024,4,0
9510025,0,0
9510026,23,0
9510027,17,0
9510028,25,0
9510029,151,1
9510030,19,0
9510031,28,0
9510032,0,0
9510033,52,1
9510034,21,0
9510035,0,0
9510036,61,1
9510037,21,0
9510038,7,0
9510039,10,0
9510040,2,0
9510041,37,0
9510043,1,0
9510044,20,0
9510045,10,0
9510046,6,0
9510047,38,0
9510048,1,0
9510049,0,0
9510050,5,0
9510051,2,0
9510052,108,1
9510053,107,1
9510054,4,0
9510055,48,0
9510056,1,0
9510057,8,0
9510058,65,1
9510059,51,1
9510060,40,0
9510061,4,0
9510062,5,0
9510063,0,0
9510064,6,0
9510065,0,0
9510066,9,0
9510067,0,0
9510068,6,0
9510069,30,0
9510070,3,0
9510071,33,0
9510072,2,0
9510073,1,0
9510074,145,1
9510075,8,0
9510076,3,0
9510077,4,0
9510078,9,0
9510079,13,0
9510080,3,0
9510081,7,0
9510082,15,0
9510083,197,1
9510084,9,0
9510085,16,0
9510086,457,1
9510087,201,1
9510088,0,0
9510089,11,0
9510090,0,0
9510091,20,0
9510092,16,0
9510093,126,1
9510094,103,1
9510095,93,1
9510096,40,0
9510097,164,1
9510098,23,0
9510099,9,0
9510100,11,0
9510101,810,1
9510102,14,0
9510103,4,0
9510104,26,0
9510105,3,0
9510106,115,1
9510107,7,0
9510108,53,1
9510109,52,1
9510110,2,0
9510111,24,0
9510112,59,1
9510113,9,0
9510114,55,1
9510115,8,0
9510116,18,0
9510117,136,1
9510118,5,0
9510120,1,0
9510121,12,0
9510122,11,0
9510123,4,0
9510124,5,0
9510125,0,0
9510126,0,0
9510127,4,0
9510128,5,0
9510129,146,1
9510130,7,0
9510131,30,0
9510132,9,0
9510133,23,0
9510134,196,1
9510135,1969,1
9510136,31,0
9510137,15,0
9510138,25,0
9510139,3,0
9510140,106,1
9510141,87,1
9510142,67,1
9510143,25,0
9510144,241,1
9510145,21,0
9510146,156,1
9510147,10,0
9510148,120,1
9510149,174,1
9510150,58,1
9510151,94,1
9510152,13,0
9510153,7,0
9510154,15,0
9510155,5,0
9510156,18,0
9510157,162,1
9510158,45,0
9510159,32,0
9510160,0,0
9510161,345,1
9510162,19,0
9510163,2,0
9510164,0,0
9510165,2,0
9510166,36,0
9510167,72,1
9510168,0,0
9510169,837,1
9510171,24,0
9510172,8,0
9510173,71,1
9510174,7,0
9510175,60,1
9510176,1,0
9510177,25,0
9510178,4,0
9510179,11,0
9510180,41,0
9510181,63,1
9510182,525,1
9510183,182,1
9510184,19,0
9510185,42,0
9510186,38,0
9510187,9,0
9510188,18,0
9510189,10,0
9510190,2,0
9510192,12,0
9510193,21,0
9510194,8,0
9510195,10,0
9510196,3,0
9510197,58,1
9510198,0,0
9510199,26,0
9510200,152,1
9510201,48,0
9510202,59,1
9510203,6,0
9510204,170,1
9510205,23,0
9510206,27,0
9510207,24,0
9510208,17,0
9510209,3050,1
9510210,65,1
9510211,0,0
9510212,9,0
9510213,13,0
9510215,9,0
9510216,11,0
9510217,0,0
9510218,9,0
9510219,2,0
9510220,24,0
9510221,51,1
9510222,249,1
9510223,102,1
9510224,83,1
9510225,287,1
9510226,6,0
9510227,417,1
9510228,88,1
9510229,113,1
9510230,11,0
9510231,34,0
9510232,4,0
9510233,2,0
9510234,168,1
9510235,13,0
9510236,3,0
9510237,5,0
9510238,2,0
9510239,6,0
9510240,77,1
9510241,157,1
9510242,13,0
9511001,2,0
9511002,64,1
9511003,1,0
9511004,17,0
9511006,19,0
9511007,6,0
9511008,31,0
9511009,2,0
9511010,32,0
9511011,8,0
9511012,15,0
9511013,26,0
9511014,10,0
9511015,31,0
9511016,1,0
9511017,0,0
9511018,5,0
9511019,2,0
9511020,3,0
9511021,1,0
9511022,6,0
9511023,40,0
9511024,14,0
9511025,6,0
9511026,111,1
9511027,2,0
9511028,3,0
9511029,25,0
9511030,874,1
9511031,3,0
9511032,58,1
9511033,79,1
9511034,3,0
9511035,1,0
9511036,0,0
9511037,17,0
9511038,26,0
9511039,20,0
9511040,13,0
9511041,4,0
9511042,3,0
9511043,458,1
9511044,1,0
9511045,5,0
9511046,53,1
9511047,68,1
9511048,3,0
9511049,19,0
9511050,1,0
9511051,87,1
9511052,46,0
9511053,196,1
9511054,0,0
9511055,4,0
9511056,4,0
9511057,1,0
9511058,35,0
9511059,26,0
9511060,50,0
9511061,24,0
9511062,4,0
9511063,23,0
9511064,161,1
9511065,50,0
9511066,30,0
9511067,24,0
9511068,31,0
9511069,34,0
9511070,14,0
9511071,475,1
9511072,38,0
9511073,42,0
9511074,1,0
9511075,83,1
9511076,0,0
9511077,33,0
9511079,28,0
9511080,345,1
9511081,7,0
9511082,9,0
9511083,0,0
9511084,3,0
9511085,0,0
9511086,1,0
9511087,49,0
9511088,156,1
9511089,2,0
9511090,44,0
9511091,10,0
9511092,5,0
9511093,14,0
9511094,0,0
9511095,18,0
9511096,7,0
9511097,1,0
9511098,22,0
9511099,17,0
9511100,18,0
9511101,49,0
9511102,3,0
9511103,26,0
9511104,184,1
9511105,13,0
9511106,99,1
9511107,1,0
9511108,154,1
9511109,8,0
9511110,32,0
9511111,16,0
9511112,73,1
9511113,3,0
9511114,0,0
9511115,21,0
9511116,11,0
9511117,43,0
9511118,18,0
9511119,27,0
9511120,59,1
9511121,3,0
9511122,11,0
9511123,0,0
9511124,3,0
9511125,9,0
9511126,208,1
9511127,3,0
9511128,50,0
9511129,40,0
9511130,8,0
9511131,17,0
9511132,1,0
9511133,6,0
9511134,222,1
9511135,3,0
9511136,103,1
9511137,1,0
9511138,171,1
9511139,14,0
9511140,1,0
9511141,6,0
9511142,7,0
9511143,10,0
9511144,0,0
9511145,47,0
9511146,4,0
9511147,40,0
9511148,7,0
9511149,1,0
9511150,9,0
9511151,81,1
9511152,15,0
9511153,4,0
9511154,533,1
9511155,5,0
9511156,0,0
9511157,59,1
9511158,19,0
9511159,13,0
9511160,2,0
9511161,0,0
9511162,76,1
9511163,9,0
9511164,387,1
9511165,0,0
9511166,76,1
9511167,6,0
9511168,130,1
9511169,40,0
9511170,3,0
9511171,65,1
9511172,6,0
9511173,170,1
9511174,8,0
9511175,19,0
9511176,36,0
9511177,0,0
9511178,2,0
9511179,2,0
9511180,67,1
9511181,7,0
9511182,32,0
9511183,1,0
9511184,9,0
9511185,30,0
9511186,0,0
9511187,29,0
9511188,15,0
9511189,30,0
9511190,0,0
9511191,4,0
9511192,29,0
9511193,18,0
9511194,172,1
9511195,86,1
9511196,13,0
9511197,3,0
9511198,15,0
9511199,3,0
9511200,2,0
9511201,92,1
9511202,5,0
9511203,96,1
9511204,73,1
9511205,12,0
9511206,17,0
9511207,39,0
9511208,11,0
9511209,55,1
9511210,13,0
9511211,8,0
9511212,47,0
9511213,12,0
9511214,16,0
9511215,3,0
9511216,8,0
9511217,71,1
9511218,16,0
9511219,55,1
9511220,13,0
9511221,7,0
9511222,653,1
9511223,26,0
9511224,30,0
9511225,4,0
9511226,31,0
9511227,40,0
9511228,24,0
9511229,13,0
9511230,66,1
9512001,15,0
9512002,7,0
9512003,9,0
9512004,3,0
9512005,50,0
9512006,245,1
9512007,0,0
9512008,3,0
9512009,0,0
9512010,0,0
9512011,9,0
9512012,182,1
9512013,16,0
9512014,0,0
9512015,8,0
9512016,38,0
9512017,17,0
9512018,5,0
9512019,1,0
9512020,24,0
9512021,10,0
9512022,9,0
9512023,6,0
9512024,11,0
9512025,64,1
9512026,22,0
9512027,3,0
9512028,19,0
9512029,35,0
9512030,102,1
9512031,395,1
9512032,6,0
9512033,2,0
9512034,4,0
9512035,1,0
9512036,30,0
9512037,0,0
9512038,25,0
9512039,2,0
9512040,191,1
9512041,26,0
9512042,40,0
9512043,82,1
9512044,52,1
9512046,79,1
9512047,29,0
9512048,25,0
9512049,2,0
9512050,0,0
9512051,3,0
9512052,94,1
9512053,117,1
9512054,10,0
9512055,8,0
9512056,1,0
9512057,22,0
9512058,5,0
9512059,797,1
9512060,4,0
9512061,27,0
9512062,609,1
9512063,2,0
9512064,18,0
9512065,28,0
9512066,4,0
9512067,9,0
9512068,6,0
9512069,16,0
9512070,93,1
9512071,0,0
9512072,0,0
9512073,116,1
9512074,18,0
9512075,81,1
9512076,4,0
9512077,898,1
9512078,230,1
9512079,18,0
9512080,93,1
9512081,148,1
9512082,18,0
9512083,56,1
9512084,107,1
9512085,6,0
9512086,30,0
9512087,2,0
9512088,2,0
9512089,92,1
9512090,8,0
9512091,25,0
9512092,5,0
9512093,6,0
9512095,14,0
9512096,0,0
9512097,20,0
9512098,10,0
9512099,49,0
9512100,16,0
9512101,27,0
9512102,2,0
9512103,8,0
9512104,14,0
9512105,66,1
9512106,62,1
9512107,20,0
9512108,27,0
9512110,2,0
9512111,7,0
9512112,59,1
9512113,4,0
9512114,2,0
9512115,55,1
9512116,30,0
9512117,35,0
9512118,14,0
9512119,0,0
9512120,34,0
9512121,213,1
9512122,1,0
9512123,3,0
9512124,50,0
9512125,10,0
9512126,11,0
9512127,178,1
9512128,223,1
9512129,65,1
9512130,40,0
9512131,10,0
9512132,0,0
9512133,5,0
9512134,1,0
9512135,24,0
9512136,0,0
9512137,9,0
9512138,31,0
9512139,29,0
9512140,9,0
9512141,11,0
9512142,68,1
9512143,61,1
9512144,3,0
9512145,82,1
9512146,16,0
9512147,29,0
9512148,10,0
9512149,0,0
9512150,145,1
9512151,9,0
9512152,24,0
9512153,61,1
9512154,137,1
9512155,19,0
9512156,7,0
9512157,23,0
9512158,28,0
9512159,3,0
9512160,7,0
9512161,182,1
9512162,14,0
9512164,16,0
9512165,23,0
9512166,6,0
9512167,0,0
9512168,1,0
9512169,0,0
9512170,7,0
9512171,21,0
9512172,11,0
9512173,0,0
9512174,13,0
9512175,21,0
9512176,5,0
9512177,51,1
9512178,107,1
9512179,31,0
9512180,145,1
9512181,142,1
9512182,36,0
9512183,4,0
9512184,95,1
9512187,27,0
9512188,28,0
9512189,12,0
9512190,0,0
9512191,1,0
9512192,0,0
9512193,0,0
9512194,1,0
9512195,40,0
9512196,169,1
9512197,5,0
9512198,2,0
9512199,1,0
9512200,32,0
9512201,2,0
9512202,0,0
9512203,43,0
9512204,107,1
9512205,12,0
9512206,5,0
9512207,0,0
9512208,7,0
9512209,5,0
9512210,124,1
9512211,21,0
9512212,3,0
9512213,1,0
9512214,1,0
9512215,26,0
9512216,2,0
9512218,43,0
9512219,360,1
9512220,12,0
9512221,2,0
9512222,129,1
9512223,56,1
9512224,9,0
9512225,9,0
9512226,21,0
9601001,3,0
9601002,16,0
9601003,234,1
9601004,3,0
9601005,32,0
9601006,6,0
9601007,147,1
9601008,0,0
9601009,7,0
9601010,18,0
9601011,33,0
9601012,0,0
9601013,4,0
9601014,108,1
9601015,8,0
9601016,16,0
9601017,18,0
9601018,9,0
9601019,0,0
9601020,40,0
9601021,17,0
9601022,4,0
9601023,112,1
9601024,19,0
9601025,7,0
9601026,0,0
9601027,8,0
9601028,182,1
9601029,3866,1
9601030,20,0
9601032,2,0
9601034,6,0
9601035,14,0
9601036,263,1
9601037,60,1
9601038,766,1
9601039,44,0
9601040,7,0
9601041,20,0
9601042,3,0
9601043,22,0
9601044,7,0
9601045,30,0
9601046,42,0
9601047,23,0
9601048,40,0
9601049,41,0
9601050,9,0
9601051,65,1
9601052,5,0
9601053,28,0
9601054,45,0
9601055,153,1
9601056,33,0
9601057,135,1
9601058,17,0
9601059,59,1
9601060,3,0
9601061,0,0
9601062,26,0
9601063,0,0
9601064,105,1
9601065,4,0
9601066,5,0
9601067,6,0
9601068,6,0
9601069,76,1
9601070,7,0
9601071,2,0
9601072,46,0
9601073,375,1
9601074,0,0
9601075,34,0
9601076,19,0
9601077,68,1
9601078,126,1
9601079,0,0
9601080,37,0
9601081,50,0
9601082,30,0
9601083,125,1
9601084,2,0
9601085,113,1
9601086,33,0
9601087,5,0
9601088,7,0
9601089,11,0
9601090,9,0
9601091,45,0
9601092,116,1
9601093,18,0
9601094,12,0
9601095,1,0
9601096,34,0
9601097,118,1
9601098,35,0
9601099,3,0
9601100,3,0
9601101,3,0
9601102,5,0
9601103,3,0
9601104,13,0
9601105,41,0
9601106,1,0
9601107,3,0
9601108,272,1
9601109,38,0
9601110,0,0
9601111,22,0
9601112,10,0
9601113,0,0
9601114,11,0
9601115,165,1
9601116,185,1
9601117,11,0
9601119,18,0
9601120,10,0
9601121,0,0
9601122,2,0
9601123,37,0
9601124,64,1
9601125,6,0
9601126,8,0
9601127,3,0
9601128,61,1
9601129,2,0
9601131,1,0
9601132,193,1
9601133,3,0
9601134,217,1
9601135,303,1
9601136,11,0
9601137,2,0
9601138,3,0
9601139,17,0
9601140,1,0
9601141,57,1
9601142,2,0
9601143,129,1
9601144,5,0
9601145,0,0
9601146,83,1
9601147,55,1
9601148,37,0
9601149,0,0
9601150,427,1
9601151,52,1
9601152,172,1
9601153,8,0
9601154,79,1
9601155,5,0
9601156,5,0
9601157,7,0
9601158,3,0
9601159,12,0
9601160,33,0
9601161,35,0
9601162,68,1
9601163,53,1
9601164,6,0
9601165,4,0
9601166,11,0
9601167,73,1
9601168,61,1
9601169,32,0
9601170,0,0
9601171,14,0
9601172,18,0
9601173,0,0
9601174,5,0
9601175,22,0
9601176,27,0
9601177,257,1
9601179,13,0
9602001,4,0
9602002,38,0
9602003,7,0
9602004,0,0
9602005,40,0
9602006,25,0
9602007,6,0
9602008,6,0
9602009,6,0
9602010,60,1
9602011,23,0
9602012,37,0
9602013,23,0
9602014,204,1
9602015,35,0
9602016,167,1
9602017,27,0
9602018,9,0
9602019,0,0
9602020,61,1
9602021,25,0
9602022,1787,1
9602023,3,0
9602024,13,0
9602025,108,1
9602026,10,0
9602027,15,0
9602028,10,0
9602029,23,0
9602030,142,1
9602031,81,1
9602032,61,1
9602033,12,0
9602034,1,0
9602035,41,0
9602036,0,0
9602037,9,0
9602038,15,0
9602039,14,0
9602040,4,0
9602041,5,0
9602042,9,0
9602043,883,1
9602044,17,0
9602045,440,1
9602046,21,0
9602047,44,0
9602048,14,0
9602049,161,1
9602050,6,0
9602051,452,1
9602052,651,1
9602053,5,0
9602054,26,0
9602055,6,0
9602056,3,0
9602057,8,0
9602058,5,0
9602059,6,0
9602060,108,1
9602061,4,0
9602062,24,0
9602063,23,0
9602064,377,1
9602065,703,1
9602066,6,0
9602067,25,0
9602068,47,0
9602069,5,0
9602070,1508,1
9602071,75,1
9602072,9,0
9602073,101,1
9602074,150,1
9602075,16,0
9602076,0,0
9602077,143,1
9602078,10,0
9602079,0,0
9602080,18,0
9602081,7,0
9602082,205,1
9602083,46,0
9602084,30,0
9602085,160,1
9602086,12,0
9602087,172,1
9602088,0,0
9602089,168,1
9602090,4,0
9602091,11,0
9602092,1,0
9602093,40,0
9602094,5,0
9602095,16,0
9602096,77,1
9602097,67,1
9602098,2,0
9602099,4,0
9602100,4,0
9602101,29,0
9602102,103,1
9602103,1,0
9602104,74,1
9602105,87,1
9602106,7,0
9602107,32,0
9602108,165,1
9602109,2,0
9602110,33,0
9602111,642,1
9602112,3,0
9602113,38,0
9602114,912,1
9602115,189,1
9602116,0,0
9602117,17,0
9602118,51,1
9602119,64,1
9602120,353,1
9602121,63,1
9602122,29,0
9602123,1,0
9602124,5,0
9602125,3,0
9602126,77,1
9602127,6,0
9602128,1,0
9602129,65,1
9602130,2,0
9602131,4,0
9602132,1,0
9602133,0,0
9602134,3,0
9602135,693,1
9602136,878,1
9602137,2,0
9602138,4,0
9602139,4,0
9602140,93,1
9602141,1,0
9602142,3,0
9602143,6,0
9602144,0,0
9602145,6,0
9602146,0,0
9602147,11,0
9602148,73,1
9602149,0,0
9602150,0,0
9602151,1,0
9602152,3,0
9602153,0,0
9602154,20,0
9602155,123,1
9602156,142,1
9602157,17,0
9602158,0,0
9602159,5,0
9602160,34,0
9602161,1,0
9602162,53,1
9602163,48,0
9602164,3,0
9602165,20,0
9602166,6,0
9602167,145,1
9602168,2,0
9602169,6,0
9602170,44,0
9602171,22,0
9602172,6,0
9602173,8,0
9602174,91,1
9602175,15,0
9602176,34,0
9602177,22,0
9602178,1,0
9602179,57,1
9602180,301,1
9603001,27,0
9603002,246,1
9603003,531,1
9603004,159,1
9603005,0,0
9603006,7,0
9603007,0,0
9603008,1,0
9603009,115,1
9603010,62,1
9603011,218,1
9603012,29,0
9603013,12,0
9603014,16,0
9603015,10,0
9603016,8,0
9603017,1,0
9603018,2,0
9603019,2,0
9603020,6,0
9603021,43,0
9603022,13,0
9603023,13,0
9603024,20,0
9603025,2,0
9603026,0,0
9603027,0,0
9603028,35,0
9603029,17,0
9603030,9,0
9603031,78,1
9603032,2,0
9603033,45,0
9603034,53,1
9603035,27,0
9603036,0,0
9603037,124,1
9603038,3,0
9603039,4,0
9603040,2,0
9603041,8,0
9603042,436,1
9603043,79,1
9603044,7,0
9603045,13,0
9603046,0,0
9603047,13,0
9603048,6,0
9603049,76,1
9603050,50,0
9603051,51,1
9603052,6,0
9603053,894,1
9603054,5,0
9603055,152,1
9603056,10,0
9603057,54,1
9603058,0,0
9603059,0,0
9603060,353,1
9603061,251,1
9603062,12,0
9603063,1,0
9603064,4,0
9603065,13,0
9603066,5,0
9603067,10,0
9603068,113,1
9603069,30,0
9603070,7,0
9603071,27,0
9603072,27,0
9603073,35,0
9603074,93,1
9603075,4,0
9603076,3,0
9603077,12,0
9603078,251,1
9603079,0,0
9603080,16,0
9603081,231,1
9603082,11,0
9603083,21,0
9603084,6,0
9603085,0,0
9603086,214,1
9603087,348,1
9603088,9,0
9603089,92,1
9603090,606,1
9603091,5,0
9603092,74,1
9603093,11,0
9603094,14,0
9603095,56,1
9603096,2,0
9603097,244,1
9603098,14,0
9603099,23,0
9603100,367,1
9603101,71,1
9603102,5,0
9603103,54,1
9603104,26,0
9603105,67,1
9603106,46,0
9603107,26,0
9603108,54,1
9603109,376,1
9603110,1,0
9603111,7,0
9603112,13,0
9603113,53,1
9603114,5,0
9603115,18,0
9603116,116,1
9603117,32,0
9603118,0,0
9603119,6,0
9603120,0,0
9603121,2,0
9603122,6,0
9603123,133,1
9603124,1,0
9603125,3,0
9603126,209,1
9603127,223,1
9603128,27,0
9603129,2,0
9603130,0,0
9603131,2,0
9603132,23,0
9603133,941,1
9603134,9,0
9603135,55,1
9603136,261,1
9603137,2,0
9603138,9,0
9603139,14,0
9603140,125,1
9603141,2,0
9603142,2167,1
9603143,10,0
9603144,4,0
9603145,7,0
9603146,1,0
9603147,256,1
9603148,0,0
9603149,56,1
9603150,533,1
9603151,18,0
9603152,195,1
9603153,4,0
9603154,16,0
9603155,96,1
9603156,55,1
9603157,87,1
9603158,342,1
9603159,13,0
9603160,2,0
9603161,1000,1
9603162,5,0
9603163,16,0
9603164,50,0
9603165,2,0
9603166,11,0
9603167,1399,1
9603168,9,0
9603169,28,0
9603170,222,1
9603171,0,0
9603172,22,0
9603173,15,0
9603174,58,1
9603175,22,0
9603176,53,1
9603177,14,0
9603178,31,0
9603179,34,0
9603180,6,0
9603181,68,1
9603182,5,0
9603183,14,0
9603184,10,0
9603185,20,0
9603186,59,1
9603187,18,0
9603188,4,0
9603189,16,0
9603190,11,0
9603191,54,1
9603192,8,0
9603193,60,1
9603194,258,1
9603195,207,1
9603196,2,0
9603197,1,0
9603198,3,0
9603199,23,0
9603200,15,0
9603201,14,0
9603202,97,1
9603203,125,1
9603204,43,0
9603205,8,0
9603206,42,0
9604001,10,0
9604002,49,0
9604003,45,0
9604004,105,1
9604005,1,0
9604006,18,0
9604007,0,0
9604008,18,0
9604009,2,0
9604010,1,0
9604011,7,0
9604012,10,0
9604013,27,0
9604014,42,0
9604015,19,0
9604016,53,1
9604017,34,0
9604018,10,0
9604019,15,0
9604020,0,0
9604021,13,0
9604022,4,0
9604023,5,0
9604024,1,0
9604025,59,1
9604026,217,1
9604027,63,1
9604028,86,1
9604029,4,0
9604030,639,1
9604031,38,0
9604032,16,0
9604033,2,0
9604034,571,1
9604035,487,1
9604036,5,0
9604037,6,0
9604038,9,0
9604039,43,0
9604040,5,0
9604041,102,1
9604042,347,1
9604043,5,0
9604044,418,1
9604045,472,1
9604046,5,0
9604047,33,0
9604048,17,0
9604049,7,0
9604050,1,0
9604051,56,1
9604052,195,1
9604053,5,0
9604054,11,0
9604055,185,1
9604056,7,0
9604057,5,0
9604058,89,1
9604059,55,1
9604060,0,0
9604061,14,0
9604062,24,0
9604063,30,0
9604064,22,0
9604065,180,1
9604066,1,0
9604067,21,0
9604068,21,0
9604069,4,0
9604070,99,1
9604071,9,0
9604072,70,1
9604073,0,0
9604074,19,0
9604075,1,0
9604076,11,0
9604077,47,0
9604078,43,0
9604079,23,0
9604080,120,1
9604081,2,0
9604082,3,0
9604083,8,0
9604084,88,1
9604085,20,0
9604086,0,0
9604087,9,0
9604088,2,0
9604089,480,1
9604090,378,1
9604091,261,1
9604092,16,0
9604093,1,0
9604094,20,0
9604095,0,0
9604096,4,0
9604097,182,1
9604098,28,0
9604099,0,0
9604100,13,0
9604101,3,0
9604102,28,0
9604103,85,1
9604104,25,0
9604105,20,0
9604106,10,0
9604107,3,0
9604108,7,0
9604109,10,0
9604110,3,0
9604111,27,0
9604112,105,1
9604113,7,0
9604114,46,0
9604115,30,0
9604116,0,0
9604117,5,0
9604118,124,1
9604119,220,1
9604120,7,0
9604121,8,0
9604122,57,1
9604123,91,1
9604124,56,1
9604125,35,0
9604126,55,1
9604127,12,0
9604128,102,1
9604129,232,1
9604130,7,0
9604131,0,0
9604132,14,0
9604133,25,0
9604134,46,0
9604135,17,0
9604136,40,0
9604137,14,0
9604138,44,0
9604139,125,1
9604140,14,0
9604141,13,0
9604142,73,1
9604143,39,0
9604144,3,0
9604145,10,0
9604146,18,0
9604147,90,1
9604148,15,0
9604149,3,0
9604150,20,0
9604151,82,1
9604152,49,0
9604153,16,0
9604154,6,0
9604155,10,0
9604156,161,1
9604157,10,0
9604158,15,0
9604159,10,0
9604160,8,0
9604161,19,0
9604162,9,0
9604163,53,1
9604164,15,0
9604165,52,1
9604166,271,1
9604167,8,0
9604168,114,1
9604169,30,0
9604170,2,0
9604171,31,0
9604172,8,0
9604173,10,0
9604174,4,0
9604175,33,0
9604176,22,0
9604177,74,1
9604178,237,1
9604179,313,1
9604180,6,0
9604181,38,0
9604182,30,0
9604183,21,0
9604184,0,0
9604185,1,0
9604186,0,0
9604187,1,0
9604188,1,0
9604189,154,1
9604190,0,0
9604191,8,0
9604192,1,0
9604193,17,0
9604194,5,0
9604195,22,0
9604196,164,1
9604197,58,1
9604198,329,1
9604199,152,1
9604200,42,0
9604201,8,0
9605001,181,1
9605002,4,0
9605003,126,1
9605004,51,1
9605005,14,0
9605006,2,0
9605007,21,0
9605008,67,1
9605009,316,1
9605010,4,0
9605011,32,0
9605012,10,0
9605013,28,0
9605014,1,0
9605015,0,0
9605016,129,1
9605017,5,0
9605018,62,1
9605019,37,0
9605020,7,0
9605021,0,0
9605022,116,1
9605023,5,0
9605024,22,0
9605025,0,0
9605026,26,0
9605027,30,0
9605028,106,1
9605029,0,0
9605030,1054,1
9605031,8,0
9605032,619,1
9605033,521,1
9605034,1,0
9605035,153,1
9605036,34,0
9605037,54,1
9605038,54,1
9605039,63,1
9605040,10,0
9605041,15,0
9605042,70,1
9605043,42,0
9605044,8,0
9605045,12,0
9605046,76,1
9605047,7,0
9605048,170,1
9605049,237,1
9605050,3,0
9605051,116,1
9605052,2,0
9605053,570,1
9605054,60,1
9605055,3,0
9605056,24,0
9605057,1,0
9605058,17,0
9605059,122,1
9605060,26,0
9605061,4,0
9605062,132,1
9605063,4,0
9605064,16,0
9605065,56,1
9605066,9,0
9605067,108,1
9605068,9,0
9605069,63,1
9605070,1,0
9605071,1,0
9605072,3,0
9605073,12,0
9605074,29,0
9605075,5,0
9605076,4,0
9605077,71,1
9605078,0,0
9605079,48,0
9605080,19,0
9605081,0,0
9605082,68,1
9605083,2,0
9605084,11,0
9605085,82,1
9605086,60,1
9605087,42,0
9605088,393,1
9605089,86,1
9605090,81,1
9605091,53,1
9605092,6,0
9605093,4,0
9605094,38,0
9605095,2,0
9605096,81,1
9605097,11,0
9605098,1,0
9605099,21,0
9605100,9,0
9605101,132,1
9605102,15,0
9605103,25,0
9605104,28,0
9605105,10,0
9605106,160,1
9605107,30,0
9605108,55,1
9605109,32,0
9605110,86,1
9605111,13,0
9605112,98,1
9605113,84,1
9605114,17,0
9605115,0,0
9605116,64,1
9605117,1,0
9605118,6,0
9605119,0,0
9605120,0,0
9605121,17,0
9605122,1,0
9605123,6,0
9605124,4,0
9605125,10,0
9605126,15,0
9605127,103,1
9605128,4,0
9605129,8,0
9605130,8,0
9605131,142,1
9605132,1,0
9605133,1,0
9605134,6,0
9605135,1,0
9605136,352,1
9605137,13,0
9605138,3,0
9605139,0,0
9605140,43,0
9605141,78,1
9605142,10,0
9605143,6,0
9605144,51,1
9605145,48,0
9605146,45,0
9605147,36,0
9605148,6,0
9605149,143,1
9605150,711,1
9605151,123,1
9605152,33,0
9605153,71,1
9605154,86,1
9605155,0,0
9605156,9,0
9605157,23,0
9605158,25,0
9605159,143,1
9605160,1,0
9605161,102,1
9605162,16,0
9605163,16,0
9605164,9,0
9605165,0,0
9605166,41,0
9605167,20,0
9605168,35,0
9605169,15,0
9605170,143,1
9605171,3,0
9605172,28,0
9605173,143,1
9605174,15,0
9605175,6,0
9605176,96,1
9605177,5,0
9605178,24,0
9605179,46,0
9605180,146,1
9605181,113,1
9605182,31,0
9605183,120,1
9605184,281,1
9605185,88,1
9605186,5,0
9605187,875,1
9605188,4,0
9605189,3,0
9605190,0,0
9605191,28,0
9605192,21,0
9605193,18,0
9605194,0,0
9605195,36,0
9605196,9,0
9605197,9,0
9605198,0,0
9605199,326,1
9605200,615,1
9605201,104,1
9605202,8,0
9605203,0,0
9605204,26,0
9605205,0,0
9605206,37,0
9605207,4,0
9605208,82,1
9605209,14,0
9605210,2,0
9605211,376,1
9605212,61,1
9605213,87,1
9605214,23,0
9605215,104,1
9605216,22,0
9605217,2,0
9605218,8,0
9605219,20,0
9605220,38,0
9605221,69,1
9605222,71,1
9605223,3,0
9605224,60,1
9605225,131,1
9605226,23,0
9605227,0,0
9605228,11,0
9605229,91,1
9605230,0,0
9605231,57,1
9605232,56,1
9605233,65,1
9605234,227,1
9605235,0,0
9605236,4,0
9606001,784,1
9606002,1,0
9606003,11,0
9606004,195,1
9606005,1,0
9606006,2,0
9606007,28,0
9606008,159,1
9606009,22,0
9606010,2,0
9606011,52,1
9606012,16,0
9606013,25,0
9606014,8,0
9606015,0,0
9606016,33,0
9606017,189,1
9606018,558,1
9606019,1,0
9606020,16,0
9606021,9,0
9606022,31,0
9606023,14,0
9606024,4,0
9606025,20,0
9606026,2,0
9606027,30,0
9606028,17,0
9606029,18,0
9606030,2,0
9606031,5,0
9606032,118,1
9606033,203,1
9606034,4,0
9606035,0,0
9606036,141,1
9606037,28,0
9606038,0,0
9606039,8,0
9606040,1496,1
9606041,11,0
9606042,4,0
9606043,51,1
9606044,231,1
9606045,24,0
9606046,45,0
9606047,8,0
9606048,8,0
9606049,96,1
